content,polarity
"Suasananya sangat romantis sekali. Remang remang lampunya. Tempatnya luas cocok utk keluarga. Makanan yg aku pilih entrecote mont blanc. Jenisnya ada 1/4 bagian yg minyak, 3/4 bagian daging. Banyak juga menu lainnya. Menunya variasi kok. Ada promo smp sept'16,jam9malam sampai 23malam, ada buy 1, get free 1. Kamu harus cek kesini, tidak berlaku sabtu minggu.",positive
"Tempatnya enak, nyaman. Kami saja hampir tertidur di lesehan di atas. Hanya saja entah staff yang terlalu lelah, apa yang kami minta terlalu lama datangnya. Bahkan harus beberapa kali diingatkan. Seperti minta tissue, minta mangkok kosong. Butuh 15 menit untuk mengantarkan pesanan blueberry cheesecake. Itupun setelah mengingatkan kembali pesanan tersebut ke staff. Air putihpun hanya datang 3 gelas, padahal kami. Lanjutan",positive
restoran yang indah dengan rooftop diatasnya. . memberikan suasana makan malam yg romantis ditengah kota bandung dengan lokasi yang strategis.,positive
"suasana bisa dibilang cukup romantic, mudah dijangkau lokasinya, berada di tengah kota, harga kompetitive, mohon menu lebih ditingkatkan lagi variant nya",positive
"Susasana restoran ini menyenangkan. Ada yang berupa gazebo dan berbentuk restoran untuk banyak orang. Kalau jumlah rombongan tidak terlalu besar misalnya 6 orang pilihkan gazebo karena lebih nyaman. Makanan favorit saya Chicken Gordon Blue, yummy",positive
"dengan lokasi strategis dan tempat yang di desain dengan sebegitu nyamannya, kami memutuskan untuk membawa anak2 makan dsini. pilihan makanan sama dan rasa saya pikir standar saja, hanya harga sedikit lebih tinggi dari tempat lain. tapi tidak masalah karena tempatnya sangat nyaman :)",positive
Pemandangannya bagus. Tempatnya oke. Pelayannya ramah lagi. Lokasi mudah dijangkau. Kebetulan deket dengan hotel saya ketika di bandung. Pokoknya recommended deh,positive
"Tempatnya asik, makanannya enak. Dan kami pun sering datang kesini kembali. Di kolam nya ada Ikan Arapaima yang besar sekali.",positive
"Ordered American mix grill dengan tingkat kematangan medium. Lamb meat nya ok, tapi beef nya cenderung ke well done jadi keras. Mashed potato ok. Menu lain sirloin steak medium tapi dapetnya lebih ke well done juga :(",positive
Berkunjung makan pada siang hari bersama keluarga. Desain cafe sangat menarik dengan berbagai macam pilihan menu lokal dan internasional.,positive
Fettuccine au gtain. good taste. good service. buka puasa disini ga rugi deh. cuma sayang pas ke sini pas buka puasa jdi full book,positive
"Tempat yang sempurna untuk mengadakan makan bersama dengan keluarga, pasangan, maupun rekan bisnis. Cobalah pesan sop buntut-nya yang rasanya sangat otentik. Selain itu, tempat ini sering mengadakan konser musik. Afghan, Raisa, dan Maliq n D'Essentials pernah beberapa kali konser disini.",positive
"Cafe yg paling deket dari rumah, 5 menit jalan, makanan enak, suasana menyenangkan buat kumpul2, cuma harga nya skrg lumayan ya.",positive
"Sepi, krn lg bulan puasa, cuma bbrp table yg terisi. Servicenya tetap oke, meskipun employee nya lg puasq kyknya.hehehe",positive
"Luar biasaaaaa aaaaaaaaaaa enaaaaaaaaaaaaaaaaaaaaaaaaaaaaakk banget makanannya, tempatnya seru buat hang out, seperti makan ditempat saung2 gitu,bisa muat banyakan orang, cocok buat kantor yg mau lunch bareng",positive
"makan siang disini bersama teman teman kantor ,, makanan nya endeeesss. minumnya juga.pokonya pas buat rame-rame dan yang pasti mah harus awal bulan ke sini nya biar klo mau mesen bisa sepuasnyahhh.",positive
Atmosphere Resto paling juara di Bandung Menu dan pelayanannya juara.bikin loe balik lg kesini #gagaldiet,positive
Zuppasoup rasanya agak asin. Suasananya romantis. Pelayanan ckup baik. Makanan bervariasi.tempat bisa untuk pesta.,positive
"Waktu datang gaada yang melayani, pelayannya bingung"" semua, tempatnya bagus, view tamannya bagus banget, menunya variasi.",positive
"Bandung mang pas di Bilang Paris Van Java semua da disini mau makan, minum, beli baju, nginep semua ada, Cafe yang satu ini luar biasa namanya Atmosphere Cafe tempat makan sekaligus nongkrong rame-rame ma keluarga, kawan-kawan kantor atau relasi dijamin ngak nyesel deh, dengan nuansa romantis yang cocok juga kalo buat yang berbulan madu atau dengan sang kekasih. Tempatnya sangat. Lanjutan",positive
"Restoran yang sangat nyaman dan menu makanan yang tersedia sangat enak dinikmati, ada sajian live musik cocok untuk siang dan malam hari",positive
tempatnya enak suasana nyaman.favorit keluarga.makanan yang tersedia juga enak.adavdi jalan lengkong besar jika ingin mengunjungi,positive
"Atmosphere merupakan tempat makan sekaligus nongkrong dengan nuansa romantis yang cocok juga kalo buat rame-rame sama temen-temen kantor kayak gini. Tempatnya sangat luas (space meja panjang bisa sampek 30 orang) dan dibagian belakang terdiri atas gazebo-gazebo apabila ingin suasana romantis dan private. Pilihan menu makanannya steak, pasta dan makanan Indonesia. Pelayanannya ramah dan profesional. Udaranya segar karena outdoor, kamar mandinya. Lanjutan",positive
"Aku datang ke sini sekitar pertengahan tanggal di bulan April 2016. Aku datang sama Pacar Aku. Pas sampe dari luar tempatnya udh Keren trus pas masuk ke dalam wah makin kliatan Cantiknya tempat ini. Lalu, Aku mesan makanan Nasi Goreng Lengkong dan Teh Manis sedangkan Pacar Aku, Aku lupa Dia pesan apa hahaha. Rasa makanannya gak diragukan lagi ENAK nya. Lanjutan",positive
"Tempatnya nyaman, ada kursi untuk leyeh-leyeh menu makannya juga enak-enak anak saya suka dengan sop buntutnya",positive
Enak makanannya. pelayanannya oke. Tempatnya cozy. Hiburannya jg oke banget dah. Harus dicoba kalo main ke bandung.,positive
empat asyik buat ngedate bareng suami di bandung sambil bersantai nikmati live band. makanannya sich standard cafe. interior dan kebersihannya ok.,positive
"Aymosphere Resort Cafe sangat cocok untuk bersantai dengan teman atau keluarga, suasana yang nyaman dan asri disertai dengan perform live band setiap malamnya membuat suasana semakin cozy. menu western yang jadi recommended dish di tempat ini, dengan harga yang tidak bisa dibilang murah. Namun untuk keseluruhan pelayan, Atmosphere resort cafe sangan direkomenadikan untuk dikujungi diwaktu luang anda.",positive
"Tempatnya sangat nyaman dan makanannya juga lumayan ok Sangat cocok untuk dinner bersama orang terkasih, serta ada live band juga.",positive
"Cukup nyaman untuk tempat berkumpul bersama teman teman , suasana cukup nyaman, interior bagus tetapi untuk makanan rasanya tidak ada yg Special, malahan untuk hidangan ikan sudah kurang fresh, untuk hidangan steak ayam standard, untuk minuman saya memilih kopi, acidity kopi nya sangat terasa hati hati untuk yang mempunyai penyakit maag.",positive
Opera cake + sirloin steak enak banget. suasana di atmosphere resort cozy banget. Asik untuk kumpul-kumpul keluarga,positive
"Suasana romantis banget, dingin tapi hangat, pelayanannya ramah dan cepat. Waitersnya juga selalu kasih rekomendasi menu-menu andalan disini.",positive
"i ke atmosphere sekitar jam 7 malam dan seperti ini lah pemandangan ny hehe gelap sih, ini hasil edit diterangin. untuk makanan, rasanya lumayan oke kalo untuk harga segitu dengan suasana yg santai pelayanan ny juga bagus, cukup aktif. saran dari i mendingan kesini jam 4an, sore menjelang malem lah~ because disini ada rooftop, sayang banget kalo mau foto. Lanjutan",positive
"Tempatnya enak, terkesan luas dan menyatu dengan alam walapun di tengah kota. Namun, keindahan di malam hari kurang nampak karena pencahayaan yang minim. Alangkah baiknya jika pencahayaan ditambah.",positive
"Makanan di sini sangat lezat, saya memesan chicken steak zurich style. Dada ayam yg sangat lembut disajikan dengan mashed potato yg gurih bergaya barat serta nuansa tradisional Bandung membuat saya menikmati hidangan di sini. Pelayanan yg sangat ramah membuat saya betah. 5 bintang untuk Atmosphere",positive
"Untuk view-nya, bagus dan unik, karena kita bisa merasakan indahnya pemandangan malam. Tempatnya nyaman, cocok untuk santai. Dari segi makanannya sendiri, sangat lezat. Daging yang disuguhkan sangat empuk, bumbunya memiliki ciri khas sendiri. Pelayanannya pun cukup ramah, dan dapat melayani konsumen dengan baik.",positive
"Servicenya cepat , pelayannya ramah, tempatnya bagus & romantis cocok buat yg mau dinner sama pasangan, menunya variatif dan rasa makanan nya enak.",positive
"Suasana romantis. Apalagi malam hari, duduk dilesehan. Sering juga disertai dengan iringan lagu band/penyanyi. Makananya cukup oke. Harga agak mahal untuk steak. Tetapi untuk makanan yang lain standar, bisa dibilang murah jika dibandingkan dengan harga makanan di jakarta.",positive
"Tempatnya bagus, nyaman & ada bandnya suka! Makanannya juga enak, cuma steaknya kurang saos aja Servicenya juga bagus",positive
"Makanan mantap, tempat nyaman, vallet parking support.music luar biasa, pelayanan sangat baik.pokonya top markotop lah. Bravo terus atmosphere bandung",positive
"Tempat yang nyaman, suasananya cozy. Services oke. Cocok untuk memanjakan pasangan. Lokasi mudah dijangkau.",positive
"Tempatnya asik buat ngumpul bareng keluarga, makanannya enak.sempet mati lampu bentar sih, tapi responnya cepet nyalain genset pegawainya.siip",positive
"tempatnya keren,makannnya enak ,musicnya matap,pelayanannya sangat bagus,lokasinya mantap.sangat cocok untuk keluarga,ataupun pasangan berdua,atmosphare mantap.",positive
"Mantaph joss, tempat enak, bisa selonjoran, ane khusus dateng dr jakarta buat makan ayam bakar sulawesi, recommend dr kawan2 Bandung. Maknyusssss",positive
Makan sampe kenyang dan enak Meskipun badan lg sakit tapi setelah makan sop buntut jadi lebih bersemangat. Pokoknya reccomended bgt deh nih tempat.,positive
"Tempatnya cozy, nyaman dan interiornya baguuusss. Makanannya enaaakksss. Saya sangat suka zupa zupa nya.yuuuummmyyy. Sudah beberapa kali merekomendasikan Atmosphere ke beberapa teman dan mereka juga menyukainya. I definitely will come and eat again in Atmosphere.",positive
"Tmptnya cozy bgt, makanannya enak.ada live musicnya yg skr jarang bgt nemu live music. Tempatnya adem n gada nyamuk meski byk tanaman. Pelayanannya jg bagus.",positive
Kenyang romantis!! Banyak pilihan.mau dari makanan indonesia sampe makanan barat. Kalau dari tempat so sweet banget niy buat pasangan.,positive
"Suasana tenang & romantic, tempatnya kombinasi modern dan natutal. Pelayan aktif dalam memberi informasi menu",positive
Tenderloin steak local dengan saos mushroom yg gurih dilengkapi dengan mashed potato yg enak menemani malam white day ku ini. Happywhiteday,positive
Beef Fettucinnienya enak banget dengan saos creamy dan topping cheese mozarela top banget buat ngelengkapin white day!,positive
"Cocok untuk makan bareng keluarga,teman,kerabat. Bisa untuk acara ulang tahun juga. Tapi kurang free wifi",positive
"Suasanannya enak, dessertnya juga enak. Cuma sayang aja kalo kesini jangan pas ujan. Bagus buat foto juga. Makanannya juga gk terlalu mahal. Cobain healthy juicenya juga enak.",positive
Pelayanan nya cepat.makanan ny so far so good.hanya steak local nya sedikit keras.makanan cepat datang.,positive
"Nice view,good food n drink,good service,good price Ikan arapaima nya ditambah lagi dunk soalna itu ciri khas atmosphere ^^",positive
cafe yang menawarkan suasana resort di tengah kota dengan kelezatan masakan yang ber-cita rasa lokal dan international dengan harga yang memadai Senang bisa menikmati suasana di sini berharap dapat menikmati kembali secepat-nya.,positive
"Tempat nya cozy bgt. Strategis. Dekat dengan alun2 bandung jg gedung merdeka. Makanan nya enak,staff nya ramah dan membantu sekali. Kita makan di temani live music yg enak bgt. Thx atmosphere . . .",positive
"Good ambiance, fully tranquility, good meal and staff very helpfull . . . see u atmosphere :) . tempat nya strategis dan mudah di temukan. Dari alun2 bandung jg dekat. Suasana yg sangat romantis, kita makan di temani live music. Staff yg sangat ramah dan sangat membantu sekali. Makanan jg enak. Recommended deh . . .",positive
"Suasana sangat nyaman sekali sesuai namanya atmosphere seperti melayang dari tanah hehehehe.Cocok untuk mencari suasana romantis .ditambah lagi dengan makanan yang dipesan cepat datang nya,pelayan nya ramah2 dan Steak nya pun enak mantap.zupa2 nya maknyus lho .juga minuman Lychee Smash nya yg segar menambah fresh suasana malam2 di kota Bandung yg dingin sejuk .Pokoknya Atmosphere recomended bingitz dech .",positive
"Cozy place dengan nuansa resort Susana tenangnya dapet banget dan Ada aroma aroma kayu cocok sekali buat keluarga ataupun pasangan yg ingin suasana romantis, satu hal yg paling top adalah pelayanan yg sangat responsif. Makanan yg disajikan pun memiliki kualitas yg memuaskan.",positive
"Dekat dengan pusat kota bandung, dijalan lengkong no 97, sebelum kampus unpas, jalan sejalur, pinggir jalan sebelah kiri dei arah asia afrika",positive
"Sudah berkali-kali ke tempat ini, tempatnya enak banget, bisa lesehan bisa duduk di kursi. Ada tempat outdoornya juga diatasnya kolam ikan. Menunya sangat bervariasi, cocok untuk semua kalangan. Kualitas makanannya lumayan enak, sebanding dengan harga yg ditawarkan. Harganya masih wajar dgn tempat dan suasana dan menu yg ditawarkan. Dan gratis air putih free flow, dimana cafe lain mengharuskan bayar mahal. Lanjutan",positive
tempat yg nyaman untuk makan siang dan makan malem dengan sajian makanan yg eksotik.pelayanan yang prima.ditambah alunan musik yg tenang.tempat favorit keluarga,positive
Malam ini makan-makan dengan teman-teman ciqs 2000 di atmosphere Bandung view nya kereenn bagngett ayoo sayang kemari dengan pasanagan anda . Romantis juga loh tempat nya .,positive
Tempat yang asyik dan nyaman utk makan bareng. Palayanan yg baik dan cepat. Pasan menu t-bone ditemani live music.,positive
"Dinner yang tak terlupakan, suasana santai dengan pemandangan kolam ikan untuk menemani dinner T Bone, luar biasa",positive
"Makan malam hari terakhir. Rame2 di@atmosphere. Makanannya mantap, pelayanannya fast respon, harganya jg lumayan mantap. Untung di traktir dr penyelenggara",positive
Fish cordon bleu my favorite! Cheezy choco crepes is delicious dessert (gak enek) Jusnya enak enak. Nice view (suasananya enak banget) Banyak promo kartu kredit BRI 30% bro! Ahahhahahaha,positive
"Waitress nya ramah dan sopan melayani dengan sangat baik Suasana nyaman dan romantis, enaknya sih ajak pasangan kesini",positive
"Pelayanan yang ramah Dan tempat yang sangat nyaman, cocok buat makan bersama dengan keluarga (y) (y) (y)",positive
Suasananya nyaman dan asri walaupun ada di tengah kota. Musiknya sangat cocok menemani makan siang. Pesanannya tdk butuh waktu lama sdh datang. Pokoknyamah mantaab. Wajib dicoba bagi yg belum pernah kesini.,positive
Biasanya untuk cari suasana indah hrs ke daerah Dago dll. Ini tengah kota tapi suasana ya ga kalah cantik. Saya suka makanannya. Suasana nya. Rasanya. Harga emang aga mahal tapi untuk kepuasan yg didapat. Relaaaaa,positive
"Yang menjadi point utama dari resto ini adalah penataan ruangan dan tamannya, walau areanya tidak terlalu luas untuk resort tetapi di atur dengan baik sehingga menjadi menarik dan cantik Duduk di dalam deket jendela udaranya masih sejuk. Steak Salmon dan sauce nya delicous. Begitu pula juice nya banyak pilihan. Ada musholla kecil yg cukup bersih.",positive
"Lokasinya berada ditengah kota Bandung, Nuansanya romantis, ada live music, meskipun rasa makanan nya tidak istimewa.",positive
"Datang dengan rombongan di sabtu malam minggu, venue sangat indah namun sayangnya pelayan tidak sigap dan beberapa order blm dibuat hingga kami bersiap pulang, yang menyebalkan adalah saat kami akan cancel order yg akan di take away TIDAK BOLEH dengan alasan sudah di proses SEDANGKAN saat bbrp order dine-in kami tidak diantar2 hingga kami mau pulang boleh di cancel krn. Lanjutan",positive
"tempatnya sangat bagus, pemandangannya super keren, perpaduan antara nuansa bandung dan bali, di bagian depan terdapat tempat makan dengan desain kursi dan meja berjejer rapi, sementara di bagian belakang terdapat saung-saung dengan pemandangan yang sangat bagus. ada live musicnya juga, cocok untuk romantic dinner. makanan yang ditawarkan yaitu perpaduan menu asia dan western, seperti steak, pasta, goulash, ada juga sop. Lanjutan",positive
"Senang makan di resstoran ini, banyak variasi menu yang ditawarkan. Mulai dari makanan sundaan hingga makanan eropaan. Mantap",positive
"Cafe berlokasi di tengah kota, tempatnya cukup luas ,asik dan menyenangkan untuk berlama2 dengan sahabat.Kami memilih duduk di gazebo.Steaknya top, waktu itu kami pesan steak non local , rasanya enak dengan porsi sedang , harganya pun cukup mahal.Pelayanan standar.",positive
"Pernah kesini sekitar tahun 2007, dan saya sangat terkesan. Ketika diajak kembali, saya langsung tau akan memesan apa. Steak! Tiba di cafe, saya masih terkesan dan terpukau dengan interios cafe yang cozy dan terlihat mewah. Dengan konsep outdoor dan romatis. Sayang sekali selalu kesini karena acara kantor. Pilihan steak saya Tenderloin Cafe de Paris. Sesuai dengan gambar di menu, makanan. Lanjutan",positive
"resto dengan taman air, lesehan, udara terbuka. Nyaman buat makan siang. Dan sepertinya berasa romantis untuk makan malam. Harga tergolong mahal, tapi porsinya besar untuk makanan yg saya pesan, yaitu bebek betutu dan bebek bukit tinggi. Kaya bumbu dan rasa. Sambal juga mantap. Jadi meski mahal, saya tidak kecewa.",positive
"Makanan cukup beragam dari chinese food, eropean dan indonesian food. Biasa saya pesan chicken cordon blue dengan keju cair yang enak. Duduk di saung2 melihat kolam ikan diiringi live music memberikan suasana yang relaks",positive
"Restoran ini cukup besar dan kita dapat memilih tempat di bagian paling bawah dekat panggung sering ada pertujukan musik di malam hari, jika naik keatas roof dapat menikmati pemandangan dan dibawah terdapat semacam pendopo yang sisinya terdapat kolam-kolam. Jika malam hari, lilin dan lampu kecil dipasang yang membuat suasana romantis. Cocok datang bersama pasangan. Makananya pun enak dan harganya worth. Lanjutan",positive
"atmosphere merupakan tempat yang tepat jika anda ingin makan malam baik bersama teman maupun kelurga, bahkan cocok untuk keluarga besar. Pilihan makanan nya lebih ke western dengan suasana yang sangat nyaman dan menyenangkan, jika ingin kesana saat weekend anda sepertinya perlu melakukan reservasi untuk memastikan kebagian tempat, seringkali ada live music juga",positive
Cafe ini cukup unik. Dari pintu masuk terlihat seperti cafe biasa saja. Akan tetapi setelah masuk ke dalam suasananya berbeda sekali. Tersedia gazebo dalam ukuran besar sehingga utk hang out rame-rame juga muat. Trus ada juga meja kursi disamping kolam buatan yg dikelilingi tanaman hijau. Saya suka berada disini. Hanya saja makanan nya kurang menurutku. Menu makanan sangat banyak tetapi. Lanjutan,positive
"Saya sangat suka dengan soup yang mereka sediakan, enak dan gurih. Harga makanan rata-rata berkisar IDR 90k perpax untuk makan dan minuman.",positive
"Cahaya lilin, saung"" yg berjauhan, dan kolam ikan di tengah memberikan suasana romantis bagi pasangan. Untuk makanan dan minuman sendiri, rasanya lumayan di lidah.",positive
Cafe sekaligus restaurant ini viewnya sangat bagus. Cocok utk para pasangan yg mau candle light dinner. Tp utk makana malam sama kluarga jg sangat direkomendasikan. Bandung memang banyak punya tempat yg bagus dan good view. Secara harga juga sesuai dgn view yg didapat,positive
Cafe yang berada di tengah kota. Dahulu pernah menjadi tempat favorit nongkrong anak muda dan keluarga. Baik secara rasa dan tempat yang cozy untuk bersantai.,positive
"Kami datang merayakan hari jadi kami ke Atmosphere cafe dengan harapan yang cukup tinggi. Ternyata sudah banyak yang berubah, dimulai dari keramahan penyambutan yang menurun dan tempat yang saya peroleh tidak sesuai yang saya harapkan. Kebetulan waitress yang melayani pemesanan kami cukup ramah, selebihnya jarang terlihat. Menu dan kualitas makanan tidak seistimewa yang kami bayangkan dari pengalaman kami dulu. Hanya. Lanjutan",positive
"Berlokasi di dekat pergunungan sejuk, restaurant ini menyediakan bale2 outdoor juga indoor. Bertemakan seperti di Bali, restaurant ini sangat nyaman dilengkapi dgn live band dan service yg baik dr staff. Makanan pun disajikan sgt cepat, rasa makanan jg enak juga dessertnya enak2. Saya mencoba lasagna dan cheese cake strawberry dan benar2 puas. Harganya pun tidak terlalu mahal sangat reasonable.",positive
"Datang diwaktu malam, ramai sekali. Ada live music, tetapi tidak terlalu saya perhatikan. Suasana restoran sangat baik, terutama interior dalam bangunan utama. Suasana luar tidak terlalu terlihat, karena remang-remang, tetapi sepertinya cukup romantis. Makanan yang ditawarkan banyak ala barat dengan pelayanan yang cepat dan waitress cukup tangkas menjelaskan menu-menunya. Rasa masakan biasa saja.",positive
Tetap cafe dengan suasana terbaik di pusat kota bandung. Makanannya biasa saja begitu juga dengan servicenya. Minumannya enak. Tempat ternyaman di gazebo belakang. Untuk di lantai 2 sebaiknya sarung busa lesehannya sering dicuci karena terakhir bersama tamu ke sana para tamu merasakan kurang nyaman karena gatal2.,positive
Pertama kali mencoba datang ke atmosphere untuk makan malam. Karena bukan weekend maka suasana cukup sepi dan kami bisa duduk di teras belakang. Seperti bisa diduga pasti makanannya cukup mahal. Saya memilih bebek sambal hijau ala padang. Rasa makanan so so. Enaknya di sini bonus air putih dan bisa refill. Saat kami datang ada live music dan play listnya cukup. Lanjutan,positive
"resto ini salah satu yg saya suka dari dulu.tempatnya nyaman,asri.makanan jg enak. enak buat santai sama teman teman,keluarga atau dengan yang terkasih.klu malam suasananya jadi romantis",positive
"tempatnya enak buat bersantai dgn suasana yg asri, parkiran penuh tapi ada fasilitas valetnya. yg kurang live musicnya lagu lama semua.",positive
"Pertama kalinya ke atmosphere, karena diajak bos, dan pergi bersama rekan kerja sebanyak 20 orang. Waw, pas disuguhin menu, cukup mahal. Ya, saya hanya pesen nasi goreng lengkong dan milkshake cokelat. Saat itu jam makan siang, tempat relatif sepi, kayaknya ramenya pas malam atau pas malam minggu. Pelayanan cukup memuaskan meski menunggu cukup lama, suasana berbau alam, segar, sejuk dan. Lanjutan",positive
"Tempat ini sebenarnya cukup baik. Makanan enak namun dengan harga yg relative lebih mahal. Cari parkir susah. Saat weekend ada live music yg menurut saya justru mengganggu kenyamanan kita, karena suaranya yg terlalu kencang sehingga kita tidak bisa mengobrol dan menikmati makanan dengan tenang.",positive
"view mantap,,lesehan nyaman.makanan luar biasa :) pelayanan bagus,,kebersihannya juga baik.suasana alam segar banget.",positive
"Positif : tempatnya bagus dan cozy, makanan-nya enak, complimentary air putih, ada live music Negatif : tamu bisa jadi penyanyi saat live music bila lebih dari 1 lagu, jadinya tidak menghibur",positive
"Tempatnya nyaman, padahal lokasinya ditengah kota di area yang biasanya cukup padat tapi anda dapat menemukan tempat yang desainnya serasa kembali ke alam. Makanan tidak ada yang terlalu istimewa dari segi rasa, tapi masih bisa diterima.",positive
"aku pesan iga bakar dan sop iga. kalo menurut ku rasa iga bakar nya enak banget. di sajikan panas panas, lalu masukan cabai iris sesuai selera. sampai sampai sebelum pulang saya bungkus buat di hotel hahahha.",positive
"Ke tempat ini bersama keluarga. Porsi lumayan mengenyangkan dengan iga bakar yang disajikan menggunakan hot plate. Bumbu sangat kerasa, daging empuk. Disekitar tempat ini juga banyak jajanan lain sehingga kalau berkunjung dengan keluarga dimana ada anggota keluarga yg ingin jenis masakan lain, bisa terpenuhi.",positive
"Saya pesan melalui Gojek, rasanya tidak jauh berbeda dengan iga bakar yang lainnya. Harganya cukup mahal untuk ukuran makanan street food.",positive
"Iga bakar Si Jangkung emang mantap dan ngangenin. Saya kesini sewaktu menginap di Hotel Ardan, deket banget ke tempat ini.",positive
"Porsinya yahut, harganya standar, rasanya luar biasa nikmat, bumbunya meresap, lembut, ga amis, jempolan pokoknya. Tempatnya sederhana, biasa aja ga besar tapi soal rasa boleh diadu. Kuliner wajib buat yg suka sama iga bakar. Dekat dgn ciwalk, tgl jalan kaki 3 menit.",positive
"Iga bakar sapi & iga bakar kambing nya TOP banget rasanya, jadi mau nambah lagi. Porsi juga lumayan banyak & harga tidak terlalu mahal",positive
"Enak, Harga ekonomis mungkin tempat bisa diperbaharui lagi biar bisa lebih bersih dan nyaman . ketika weekend pasti tempat ini full terkadang kita bisa waiting menunggu yang lain selesai makan. yap salah satu tempat favorit saya",positive
Berhubung mlm minggu bandung hujan jd deh kita order iga bakar si jangkung pake gofood dianter ke hotel Pesen iga bakar kambingnya muraaah cm 35rb tambah nasi 5rb total 40rb ud makan enaaaak kenyang kambingnya enak ga bau trus empuk melt di mulut jd nyesel ga pesen banyakan bungkus bawa balik ke Bekasi,positive
"iga bakarnya mantap, kalo mau pedas tgl ditaburkan potongan cabe rawitnya. kmaren nyoba sop iga jg, ga kalah la sm iga bakarnya wow",positive
Baru kali ini saya makan Iga bakar Si Jangkung. Dan memang benar kata teman teman saya tentang makanan ini. Enak Cuuiii,positive
Harga nya lmyn mahal buat dompet mahasiswa. Tp soal rasa beuhhhh enaksss banget bro. Porsinya kurang menurut saya. Kurang banyak haha,positive
"Iga Bakar rumahan yang berlokasi di Jl Cipanganti No.75B ini,adalah iga bakar yang cukup melegenda di bandung, dia menyediakan 2 pilihan daging kambing dan sapi ini rasanaya manis gurih dan sambel nya mantep pedees banget. Harga nya per porsi Rp. 35.000 an sangat ramah di dompet. Jika anda ke bandung dan penyuka iga bakar sempatkan untuk mampir ke warung ini.",positive
Sampai saat ini Iga Bakar Si Jangkung masih yang paling enak di Bandung menurut saya. Walaupun sekarang sudah banyak pesaingnya seperti Iga Bakar WS dan lainnya. Tapi hot plate di atas wadah mangkuk dari tanah liat khas Si Jangkung tidak ada bandingnya. Harganya juga murah.,positive
"Lokasinya cukup strategis dan aksesnya mudah. Resto ini menawarkan olahan masakan dari Ayam, Kambing, dan Sapi dengan harga tidak mahal. Menu seperti Sop iga, Iga bakar kambing, Iga bakar sapi, Sate kambing, Sate ayam, Tongseng kambing, Krengsengan sapi, Gulai kambing, Nasi goreng. Iga bakar sapi rasanya enak dan nikmat. Dagingnya empuk dan sudah dk potong-potong yang menyerupai potongan daging sate. Lanjutan",positive
"Memesan iga bakar yang menjadi favorit ditempat ini, disajikan diatas hotbowl, rasanya maknyus, harga juga terjangkau. bener-bener harus dicoba. anak-anak juga sangat suka, worth try deh ke sini.",positive
"Setiap ke bandung pasti mampir kesini, rasa iga bakarnya khas tiada lawan, menu pendamping nya juga lumayab enak. Walau sedikit harus sedikit usaha untuk cari parkir mobil",positive
"Tempat yg berada d pusat kota sehingga mudah ditemukan, rasanya enak. Pertama kali kesini sih. Tp enak. Makanan d taruh di semacam cawan panas, jadi daging disajikan panas. Kekurangannya adalah parkir yg susah. Tp untuk harga worth it lah",positive
Ini favorit makanan bandung lain nya yg selalu ngangenin! Iga bakar jangkung ini tuh rasa nya manis pedes gurih. dihidangkan di piringan pot gitu. Rasa nya yummy. Ada nya cuma malam hari. Selalu rame ini tempat. Untung skr udh di luasin tempat nya jd gk ky dl antri waiting list nya lama hihi. Harga nya pun rekomendasi lah dgn rasa. Lanjutan,positive
"Temoatnya nyaman banget, harga makanan dan minumannya pun sesuai lah dengan rasa dan penampilannya. Cocok untuk dijadikan tempat buka bersama bersama keluarga, teman dan si doi",positive
"Iga Bakar adalah salah satu makanan favorit saya, dan ke Bandung saya pun mencari tempat makan yang ada iga bakar nya salah satu tempat makan iga bakar yang enak ada di Iga Bakar Si Jangkung. Jujur ini kayaknya iga bakar terenak yang pernah saya makan, walaupun keliatan porsinya kecil tapi ternyata enaknya pakai banget, bumbunya meresap ke daging, dan campuran. Lanjutan",positive
Iga bakarnya yang ditaruh di cawan hitam memang lezat banget. kalau lagi musim liburan tempat ini ramai dikunjungi.,positive
"Terletak sangat strategis dekat dengan pusat perbelanjaan. Menu yang ditawarkan aneka olahan kambing dan sapi seperti iga bakar, tongseng, dan ada juga nasi goreng. Saya paling suka iga bakar kambing dan nasi goreng kambingnya. Rasanya lezat dan disajikan di hot plate sehingga senantiasa panas. Selain menikmata hidangan, pengunjung juga dapat menikmati live musik sederhana dari pengamen yang mangkal disana.",positive
"Enak selain sapi ada juga yang lain. Ada nasi goreng juga. Ada ayam tong seng. Tong seng sapi. Kambing. N ada live music. ""Pengamen"" di depannya. enak",positive
"Tekstur iga bakanya empuk, rasanya enak akan tetapi cukup asin, sehingga mempengaruhi rasa keselurahan iga bakarnya. Mungkin perlu ada quality control agar rasa terstandar dengan baik. Tempatnya juga perlu direnovasi agar lebih comfort dan tidak terkesan becek saat hujan. Jika membawa mobil, pastikan mendapat space parkir yang baik.",positive
"Kesan pertama bagi saya adalah rasa iga sapi yang lezat, dagingnya juga empuk. Sesuai dengan harga. Tapi sayang sekali, pelayannya butuh latihan lagi, tidak bisa menyambut tamu yang baru datang dengan baik. padahal ada tamu di depan mata, tapi sangat acuh sekali. Tolong di latih lagi untuk pelayannya.",positive
